,Unnamed: 0.1,start,end,strand,utr5,genes,utrs,Osize,newRPK
285,ybaP,506509,507320,1,ybaP-,['ybaP'],['ybaP-'],1,12.975933065131038
286,ybaQ,507441,507782,0,,['ybaQ'],,1,0.9457482369742513
287,copA,508098,510636,1,copA-,['copA'],['copA-'],1,42.24312433443415
288,ybaST,510864,513091,0,,"['ybaS', 'ybaT']",['ybaS-ybaT'],2,1.4909969301470178
289,cueR,513216,513623,0,,['cueR'],,1,6.046952351426783
290,qmcA-ybbJ,513624,515048,1,qmcA-,"['qmcA', 'ybbJ']",['qmcA-'],2,17.609847727601526
291,fetAB,515142,516585,0,,"['fetA', 'fetB']",,2,1.4615664773827346
292,ybbN,516648,517529,1,ybbN-,['ybbN'],['ybbN-'],1,227.96585625511835
293,tesA-ybbO,517563,519020,1,tesA-,"['tesA', 'ybbO']",['tesA-'],2,22.67358739440639
294,ybbAP,518956,522053,0,,"['ybbA', 'ybbP']",,2,15.368815541551356
295,rhsD-ybbC-ylbH-ybbD,522484,528123,0,,"['rhsD', 'ybbC', 'ylbH', 'ybbD']",['rhsD-ybbC'],4,2.3093707450063734
296,ylbG,528868,529239,1,,['ylbG'],,1,2.9429980652325147
297,ybbB,529355,530476,1,ybbB-,['ybbB'],['ybbB-'],1,12.003233807409787
298,allS,530518,531444,1,,['allS'],,1,1.2457307060879028
299,allA,531674,532156,0,,['allA'],,1,2.9764826366649686
300,allR,532187,533049,0,allR - ,['allR'],['allR-'],1,44.709629044772775
301,gcl-hyi-glxR-ybbW-allB-ybbY-glxK,533139,542256,0,,"['gcl', 'hyi', 'glxR', 'ybbW', 'allB', 'ybbY', 'glxK']","['gcl-hyi', 'hyi-glxR', 'glxR-ybbW', 'ybbW-allB', 'allB-ybbY', 'ybbY-glxK']",7,1.0897358247685474
302,allDCE,542484,545586,1,,"['allD', 'allC', 'allE']","['allD-allC', 'allC-allE']",3,2.2284941930700892
303,fdrA-ylbE_1E_2F-ybcF,545903,550554,0,,"['fdrA', 'ylbE_1', 'ylbE_2', 'ylbF', 'ybcF']","['fdrA-ylbE_1', 'ylbE_2-ylbF']",5,0.935615683575419
304,purEK,550749,552322,1,,"['purE', 'purK']",,2,162.3224671472145
305,ppiB-lpxH,552440,553714,1,ppiB-,"['ppiB', 'lpxH']","['ppiB-', 'ppiB-lpxH']",2,47.163641801643564
306,cysS,553833,555218,0,,['cysS'],,1,26.942080608328258
307,ybcI,555254,555775,1,,['ybcI'],,1,3.0684680859182913
308,folD-ybcJ,555883,557003,1,folD-,"['folD', 'ybcJ']","['folD-', 'folD-ybcJ']",2,111.11066727577891
309,sfmA,557434,557976,0,,['sfmA'],,1,0.08498435520823654
310,sfmCD,558196,561522,0,,"['sfmC', 'sfmD']",['sfmC-sfmD'],2,0.17114664856199888
311,sfmHF,561564,563067,0,,"['sfmH', 'sfmF']",['sfmH-sfmF'],2,0.21620615400843385
312,fimZ,563070,563702,1,,['fimZ'],,1,0.023934879712205124
313,argU,563945,564021,0,,['argU'],,1,64.93909212802724
314,intD,564037,565235,1,intD-,['intD'],['intD-'],1,2.5505706504219794
315,ybcC,565320,565583,1,,['ybcC'],,1,0.40784672379904935
316,ybcD,565673,565909,0,,['ybcD'],,1,0.20692969696260635
317,insE-3EF-3F-3,566055,567226,0,,"['insE-3', 'insEF-3', 'insF-3']",,3,1.2096392741603441
318,renD-emrE,567284,567869,0,,"['renD', 'emrE']",['renD-emrE'],2,4.855215391261317
319,ybcK,568124,569650,0,,['ybcK'],,1,0.0642335798037167
320,ybcLM,570115,571473,0,,"['ybcL', 'ybcM']",['ybcL-ybcM'],2,0.23480658358505963
321,ybcN-ninE-ybcO-rusA-ylcG,571688,573092,0,,"['ybcN', 'ninE', 'ybcO', 'rusA', 'ylcG']",,5,0.32678270415912813
322,ybcQ,573178,573561,0,,['ybcQ'],,1,0.26588926404211566
323,insH-2,573959,574975,1,,['insH-2'],,1,34.38655729088102
324,nmpC,574980,576080,1,nmpC-,['nmpC'],['nmpC-'],1,87.69571708478195
325,essD-rrrD-rzpD,576620,577790,0,,"['essD', 'rrrD', 'rzpD']",,3,0.4376337151904932
326,rzoD,577549,577731,0,,['rzoD'],,1,0.2748821140775867
327,borD,577822,578115,1,,['borD'],,1,47.23229542296495
328,ybcV,578406,578816,1,,['ybcV'],,1,0.01597405718992181
329,ybcW,579102,579308,0,,['ybcW'],,1,0.30889791105870035
330,nohB,580056,580601,0,,['nohB'],,1,0.20291021483217622
331,tfaD,580756,581319,0,,['tfaD'],,1,0.1462491881562364
332,ybcY,581374,581958,1,,['ybcY'],,1,1.0684104794555707
333,tfaX,582097,582282,0,,['tfaX'],,1,0.03264466955155095
334,appY,582903,583652,0,,['appY'],,1,0.10462365478429378
335,envY-ompT,583902,586130,1,,"['envY', 'ompT']",['envY-ompT'],2,47.88552401642599
336,ybcH,586313,587203,1,,['ybcH'],,1,5.19116809754148
337,nfrBA,587204,592400,1,,"['nfrB', 'nfrA']",,2,6.2571521412601045
338,cusRS,592550,594683,1,cusR-,"['cusR', 'cusS']",['cusR-'],2,6.2207176335682375
339,cusCFBA,594796,601079,0,cusC - ,"['cusC', 'cusF', 'cusB', 'cusA']","['cusC-', 'cusC-cusF', 'cusF-cusB', 'cusB-cusA']",4,0.8881017277123963
340,pheP,601181,602557,0,,['pheP'],,1,34.944798634478985
341,ybdG,602638,603885,1,,['ybdG'],,1,10.114035157723945
342,nfsB,603993,604704,1,nfsB-,['nfsB'],['nfsB-'],1,54.30859100526788
343,ybdF,604740,605108,1,,['ybdF'],,1,7.511611082501477
344,ybdJ,605173,605421,1,,['ybdJ'],,1,42.19177538313739
345,ybdK,605487,606605,1,,['ybdK'],,1,1.9756940580285496
346,hokE,607058,607210,0,,['hokE'],,1,0.3489286806093832
347,insL-2,607287,608399,0,,['insL-2'],,1,15.148885138672597
348,fepA-entD,608681,611716,1,,"['fepA', 'entD']",['fepA-entD'],2,1.6165488465124238
349,fes-ybdZ-entF-fepE,612037,618609,0,,"['fes', 'ybdZ', 'entF', 'fepE']","['fes-ybdZ', 'entF-fepE']",4,2.8159986727441915
350,fepDGC,618606,621456,1,fepD-,"['fepD', 'fepG', 'fepC']",['fepD-'],3,17.652561623695664
351,entS,621522,622772,0,,['entS'],,1,12.836506731169493
352,fepB,622776,623732,1,,['fepB'],,1,9.717818269282176
353,entCEBAH,624107,628935,0,,"['entC', 'entE', 'entB', 'entA', 'entH']","['entC-entE', 'entE-entB', 'entA-entH']",5,3.2831656837595604
354,cstA,629078,631221,0,cstA - ,['cstA'],['cstA-'],1,90.04307921025537
355,ybdD,631404,631601,0,,['ybdD'],,1,44.559410836340994
356,ybdH,631611,632699,1,,['ybdH'],,1,9.449225885996823
357,ybdL,632779,633968,0,ybdL - ,['ybdL'],['ybdL-'],1,2.5327355265515052
358,ybdM,633969,634598,1,,['ybdM'],,1,1.7534822049528174
359,ybdN,634571,635791,1,,['ybdN'],,1,0.22393206862208329
360,ybdO,635938,636840,1,,['ybdO'],,1,0.09037895398392973
361,dsbG,637049,638004,1,dsbG-,['dsbG'],['dsbG-'],1,2.3175197646193153
362,ahpCF,638053,640540,0,ahpC - ,"['ahpC', 'ahpF']","['ahpC-', 'ahpC-ahpF']",2,81.44544303092395
363,uspG,640661,641125,1,uspG-,['uspG'],['uspG-'],1,19.2704874143495
364,ybdR,641310,642548,0,,['ybdR'],,1,0.5038247817191595
365,rnk,642779,643189,1,,['rnk'],,1,37.110683908900356
366,rna,643419,644256,1,rna-,['rna'],['rna-'],1,13.117416571974436
367,citT,644339,645802,1,,['citT'],,1,2.2564725561204555
368,citCDEFXG,645853,651078,1,,"['citC', 'citD', 'citE', 'citF', 'citX', 'citG']","['citC-citD', 'citE-citF', 'citF-citX']",6,0.5492278132451041
369,dpiBA,651457,653764,0,,"['dpiB', 'dpiA']",,2,1.4220942430447459
370,dcuC,653805,655245,1,dcuC-,['dcuC'],['dcuC-'],1,6.161246641697393
371,pagP,655779,656339,0,,['pagP'],,1,0.2119714676286064
372,cspE,656514,656723,0,,['cspE'],,1,311.22823844695665
373,crcB,656777,657160,1,,['crcB'],,1,8.122500887667742
374,ybeM_1M_2,657186,658040,0,ybeM_1 - ,"['ybeM_1', 'ybeM_2']",['ybeM_1-'],2,2.9581092870559256
375,tatE,658169,658372,0,,['tatE'],,1,26.389677595615556
376,lipA,658473,659438,1,,['lipA'],,1,78.02473359371348
377,ybeF,659647,660600,1,,['ybeF'],,1,0.5717275040688997
378,ybeD-lipB,660859,661928,1,ybeD-,"['ybeD', 'lipB']","['ybeD-', 'ybeD-lipB']",2,29.430553126734804
379,dacA,661974,663223,1,dacA-,['dacA'],['dacA-'],1,26.682097249632523
380,rsfS-rlmH-mrdAB-rlpA,663324,668258,1,,"['rsfS', 'rlmH', 'mrdA', 'mrdB', 'rlpA']","['rsfS-rlmH', 'rlmH-mrdA', 'mrdA-mrdB', 'mrdB-rlpA']",5,60.736581461606484
381,leuS-lptE-holA-nadD-cobC,668518,674144,1,leuS-,"['leuS', 'lptE', 'holA', 'nadD', 'cobC']","['leuS-', 'leuS-lptE', 'holA-nadD', 'nadD-cobC']",5,83.0180290466427
382,ybeL,674159,674722,0,ybeL - ,['ybeL'],['ybeL-'],1,2.3605248353371246
383,ybeQ,674792,675769,1,,['ybeQ'],,1,0.46102983518292134
384,ybeR-djlB,675933,678064,0,,"['ybeR', 'djlB']",,2,0.09023737646921615
385,ybeT,678074,678628,1,,['ybeT'],,1,0.09481748690603321
386,ybeU-djlC,678730,680885,0,,"['ybeU', 'djlC']",,2,0.3739808658025079
387,hscC,680945,682615,1,,['hscC'],,1,1.485278029501283
388,rihA,682699,683662,1,rihA-,['rihA'],['rihA-'],1,26.717968929376728
389,gltI-sroC-gltJKL,683752,687085,1,gltI-,"['gltI', 'sroC', 'gltJ', 'gltK', 'gltL']","['gltI-', 'sroC-gltJ']",5,80.60347652557259
390,insH-3,687219,688235,1,,['insH-3'],,1,31.44380030918728
391,ybeZYX-lnt,688565,692691,1,ybeZ-,"['ybeZ', 'ybeY', 'ybeX', 'lnt']","['ybeZ-', 'ybeY-ybeX', 'ybeX-lnt']",4,67.28176867194276
392,miaB,692753,694213,1,miaB-,['miaB'],['miaB-'],1,108.81937163953802
393,ubiF,694299,695498,0,ubiF - ,['ubiF'],['ubiF-'],1,41.57093257084683
394,metT-leuW-glnUW-metU-glnVX,695652,696355,1,,"['metT', 'leuW', 'glnU', 'glnW', 'metU', 'glnV', 'glnX']","['metT-leuW', 'leuW-glnU', 'glnU-glnW', 'glnW-metU', 'metU-glnV', 'glnV-glnX']",7,16567.71570840416
395,asnB,696735,698444,1,asnB-,['asnB'],['asnB-'],1,10.234129615846474
396,nagBAC-umpH,698796,702933,1,nagB-,"['nagB', 'nagA', 'nagC', 'umpH']","['nagB-', 'nagB-nagA', 'nagA-nagC', 'nagC-umpH']",4,57.53912853440077
397,nagE,703050,705112,0,nagE - ,['nagE'],['nagE-'],1,111.00385661497496
398,glnS,705281,706979,0,glnS - ,['glnS'],['glnS-'],1,40.8595431628957
399,chiP-ybfN,707556,709338,0,,"['chiP', 'ybfN']",['chiP-ybfN'],2,18.855582540240047
400,fldA-uof-fur,709422,710687,1,,"['fldA', 'uof', 'fur']",['fldA-uof'],3,112.48436069547923
401,ybfE,710827,711120,1,,['ybfE'],,1,10.56363148118887
402,ybfF,711260,712065,1,ybfF-,['ybfF'],['ybfF-'],1,9.378444897948475
403,seqA-pgm,712073,714420,0,seqA - ,"['seqA', 'pgm']","['seqA-', 'seqA-pgm']",2,51.96086853252484
404,ybfP,714634,715128,0,,['ybfP'],,1,0.7215522079144068
405,ybfHG,715169,715819,1,,"['ybfH', 'ybfG']",['ybfH-ybfG'],2,0.2890517256746497
406,speF-potE,716168,719682,1,,"['speF', 'potE']",,2,3.768082753203798
407,kdpDE,720278,723636,1,,"['kdpD', 'kdpE']",,2,33.86482484649123
408,kdpFABC,723629,728043,1,,"['kdpF', 'kdpA', 'kdpB', 'kdpC']","['kdpA-kdpB', 'kdpB-kdpC']",4,7.797646607627573
409,ybfA,728293,728562,0,ybfA - ,['ybfA'],['ybfA-'],1,59.426166721939985
410,rhsC-ybfB,728805,733324,0,,"['rhsC', 'ybfB']",,2,1.9105431744891828
411,ybfOC,733442,735441,0,,"['ybfO', 'ybfC']",,2,0.35256770452644715
412,ybfQ,735667,735921,0,,['ybfQ'],,1,0.027108369937106924
413,ybfL,736122,737183,0,,['ybfL'],,1,0.06390325296003954
414,ybfD,737314,738075,0,,['ybfD'],,1,0.04805548448097484
415,ybgA-phr,738202,740147,0,ybgA - ,"['ybgA', 'phr']",['ybgA-'],2,1.3950172660431477
416,dtpD,740297,741891,1,dtpD-,['dtpD'],['dtpD-'],1,4.588485410576155
417,ybgIJKL-nei,742020,745948,0,ybgI - ,"['ybgI', 'ybgJ', 'ybgK', 'ybgL', 'nei']","['ybgI-', 'ybgI-ybgJ', 'ybgL-nei']",5,39.50681339509999
418,abrB,745945,747025,1,abrB-,['abrB'],['abrB-'],1,17.683944233185176
419,ybgQPO,747143,751391,1,,"['ybgQ', 'ybgP', 'ybgO']",['ybgQ-ybgP'],3,0.17762080430795435
420,ybgD,751451,752017,1,,['ybgD'],,1,0.2729099730768864
421,gltA,752407,753905,1,gltA-,['gltA'],['gltA-'],1,138.9988446622995
422,sdhCDAB-sucABCD,754399,764271,0,,"['sdhC', 'sdhD', 'sdhA', 'sdhB', 'sucA', 'sucB', 'sucC', 'sucD']","['sdhA-sdhB', 'sdhB-sucA', 'sucA-sucB', 'sucB-sucC']",8,376.15502478461246
423,mngR,764375,765121,1,mngR-,['mngR'],['mngR-'],1,2.375988273893045
424,mngAB,765206,769833,0,,"['mngA', 'mngB']",['mngA-mngB'],2,0.5871173444518893
425,cydAB,770502,773403,0,cydA - ,"['cydA', 'cydB']","['cydA-', 'cydA-cydB']",2,109.06130155762828
426,cydX-ybgE,773418,773824,0,,"['cydX', 'ybgE']",,2,53.13338840544185
427,ybgC-tolQRA,773933,776829,0,ybgC - ,"['ybgC', 'tolQ', 'tolR', 'tolA']","['ybgC-', 'tolQ-tolR', 'tolR-tolA']",4,10.858818655229543
428,tolB-pal-ybgF,776962,779611,0,,"['tolB', 'pal', 'ybgF']","['tolB-pal', 'pal-ybgF']",3,83.20393549843199
429,lysT-valT-lysW,779776,780140,0,,"['lysT', 'valT', 'lysW']","['lysT-valT', 'valT-lysW']",3,1703.9046039689783
430,valZ-lysY,780142,780444,0,valZ - ,"['valZ', 'lysY']","['valZ-', 'valZ-lysY']",2,2343.2131675907835
431,lysZ,780591,780666,0,,['lysZ'],,1,1046.8019482329844
432,lysQ,780799,780874,0,,['lysQ'],,1,787.2413787379369
433,nadA-pnuC,781223,783107,0,nadA - ,"['nadA', 'pnuC']","['nadA-', 'nadA-pnuC']",2,2.066753279073026
434,zitB,783104,784045,1,,['zitB'],,1,7.43889302773803
435,ybgS,784159,784684,1,ybgS-,['ybgS'],['ybgS-'],1,0.7335358078186911
436,aroG,784811,785907,0,aroG - ,['aroG'],['aroG-'],1,9.721184749133169
437,gpmA,786065,786904,1,gpmA-,['gpmA'],['gpmA-'],1,71.41427834485195
438,galETKM,787019,791277,1,,"['galE', 'galT', 'galK', 'galM']","['galE-galT', 'galT-galK']",4,176.9813028410242
439,modEF,791538,793866,1,,"['modE', 'modF']",['modE-modF'],2,9.586169053195432
440,acrZ,793995,794144,0,,['acrZ'],,1,183.025694708349
441,modABC,794284,796834,0,modA - ,"['modA', 'modB', 'modC']","['modA-', 'modB-modC']",3,11.54649492470528
442,ybhA,796835,797680,1,ybhA-,['ybhA'],['ybhA-'],1,14.412342551792328
443,pgl,797808,798803,0,,['pgl'],,1,31.08317274648963
444,ybhD,798844,799860,1,,['ybhD'],,1,0.8381345315056852
445,ybhH,799981,801033,0,,['ybhH'],,1,0.1996025159956765
446,ybhI,801109,802542,0,,['ybhI'],,1,0.425411422574735
447,ybhJ,802725,804986,0,,['ybhJ'],,1,0.5154081105277324
448,ybhC,805220,806546,1,ybhC-,['ybhC'],['ybhC-'],1,128.96970155028725
449,ybhB,806655,807131,1,,['ybhB'],,1,58.274066980468625
450,bioA,807190,808512,1,bioA-,['bioA'],['bioA-'],1,5.525816190227143
451,bioBFCD,808566,812169,0,,"['bioB', 'bioF', 'bioC', 'bioD']",,4,2.079523699694756
452,uvrB,812748,814769,0,,['uvrB'],,1,7.571752640981271
453,ybhK,814961,815893,1,ybhK-,['ybhK'],['ybhK-'],1,47.29944331783068
454,moaABCDE,816048,818969,0,moaA - ,"['moaA', 'moaB', 'moaC', 'moaD', 'moaE']","['moaA-', 'moaA-moaB', 'moaB-moaC', 'moaD-moaE']",5,42.26141691504684
455,ybhL,819080,819810,0,ybhL - ,['ybhL'],['ybhL-'],1,21.48348966623965
456,ybhM,820015,820728,0,,['ybhM'],,1,0.44960382861422765
457,ybhP-clsB-ybhN,820764,823719,1,,"['ybhP', 'clsB', 'ybhN']",,3,3.8623551831176
458,ybhQ,823852,824262,0,,['ybhQ'],,1,64.40211893807823
459,ybiH-ybhGFSR,824224,829892,1,ybiH-,"['ybiH', 'ybhG', 'ybhF', 'ybhS', 'ybhR']","['ybiH-', 'ybhS-ybhR']",5,13.29168822648331
460,rhlE,830007,831458,0,rhlE - ,['rhlE'],['rhlE-'],1,4.364208386183683
461,ybiA,831690,832172,1,,['ybiA'],,1,3.1439173132995686
462,dinG,832292,834442,0,,['dinG'],,1,4.2054312556117015
463,ybiB,834403,835432,0,ybiB - ,['ybiB'],['ybiB-'],1,19.010288577488385
464,ybiC,835540,836658,0,ybiC - ,['ybiC'],['ybiC-'],1,7.641079702633073
465,ybiJ,836887,837147,1,,['ybiJ'],,1,5.2526569971205666
466,ybiI,837412,837678,1,,['ybiI'],,1,1.816958573137017
467,ybiX,837752,838429,1,,['ybiX'],,1,1.6323213760589752
468,fiu,838471,840753,1,,['fiu'],,1,2.879333738782782
469,mcbA,841018,841278,1,,['mcbA'],,1,2.184962897350823
470,rlmF,841554,842480,0,,['rlmF'],,1,13.38082169089983
471,ybiO,842477,844958,1,ybiO-,['ybiO'],['ybiO-'],1,7.969399208395783
472,glnHPQ,844963,847269,1,glnH-,"['glnH', 'glnP', 'glnQ']","['glnH-', 'glnH-glnP']",3,63.63344633107382
473,dps,847630,848172,1,dps-,['dps'],['dps-'],1,15.506808209991325
474,rhtA,848432,849444,1,rhtA-,['rhtA'],['rhtA-'],1,10.18028641911167
475,ompX,849639,850187,0,ompX - ,['ompX'],['ompX-'],1,267.41860952120044
476,opgE,850236,851819,1,,['opgE'],,1,3.837687183414942
477,rybA-mntS,851947,852286,1,,"['rybA', 'mntS']",,2,6.630099657822689
478,mntR-ybiR,852359,853987,0,mntR - ,"['mntR', 'ybiR']",['mntR-'],2,15.563376499477604
479,ybiS,854046,854966,1,,['ybiS'],,1,47.62488039666631
480,ybiT,855185,856777,0,,['ybiT'],,1,27.43286458981772
481,ybiU,857018,858283,1,,['ybiU'],,1,4.449175006769436
482,ybiV,858435,859250,1,,['ybiV'],,1,1.5558017930066423
483,ybiYW,859396,862760,1,,"['ybiY', 'ybiW']",['ybiY-ybiW'],2,1.011342629136654
484,fsaA,862836,863526,0,fsaA - ,['fsaA'],['fsaA-'],1,2.8367567345379636
485,moeAB,863602,865616,1,moeA-,"['moeA', 'moeB']",['moeA-'],2,106.31134853437294
486,iaaA-gsiABCD,865759,872023,0,iaaA - ,"['iaaA', 'gsiA', 'gsiB', 'gsiC', 'gsiD']","['iaaA-', 'iaaA-gsiA', 'gsiA-gsiB', 'gsiB-gsiC', 'gsiC-gsiD']",5,11.549150998622373
487,yliEF,872201,875885,0,,"['yliE', 'yliF']",['yliE-yliF'],2,0.6194094526135943
488,rimO,875932,877257,1,,['rimO'],,1,11.141116473225065
489,bssR,877439,877853,0,bssR - ,['bssR'],['bssR-'],1,0.38817446789052196
490,yliI,877944,879079,0,yliI - ,['yliI'],['yliI-'],1,1.255085861239842
491,gstB,879076,879742,1,gstB-,['gstB'],['gstB-'],1,23.44713638411117
492,dacC,879840,881151,0,dacC - ,['dacC'],['dacC-'],1,24.817466549907188
493,deoR,881198,881985,1,deoR-,['deoR'],['deoR-'],1,24.891242784941273
494,ybjG,882014,882727,1,ybjG-,['ybjG'],['ybjG-'],1,81.45983887578099
495,mdfA,882895,884127,0,,['mdfA'],,1,19.31082077405663
496,ybjH,884168,884452,1,,['ybjH'],,1,13.305750676917274
497,ybjJI,884538,886561,1,,"['ybjJ', 'ybjI']",,2,12.157352247128133
498,rcdA,886645,887181,0,,['rcdA'],,1,1.1423642274681716
499,rybB,887199,887279,1,,['rybB'],,1,15.159507701612247
500,ybjL,887356,889167,1,ybjL-,['ybjL'],['ybjL-'],1,17.8779747946144
501,ybjM,889311,889688,0,,['ybjM'],,1,3.4350642514684515
502,grxA,889718,889975,1,,['grxA'],,1,5.298466177307881
503,ybjC-nfsA-rimK-ybjN,890135,892655,0,,"['ybjC', 'nfsA', 'rimK', 'ybjN']","['nfsA-rimK', 'rimK-ybjN']",4,39.788703623001986
504,potFGHI,893006,897151,0,,"['potF', 'potG', 'potH', 'potI']","['potF-potG', 'potG-potH']",4,1.842785600002845
505,ybjO-rlmC,897211,898867,0,,"['ybjO', 'rlmC']",['ybjO-rlmC'],2,16.383751794204606
506,artJ,899066,899848,1,artJ-,['artJ'],['artJ-'],1,1.3832422451465862
507,artPIQM,900088,902956,1,,"['artP', 'artI', 'artQ', 'artM']","['artP-artI', 'artI-artQ']",4,55.028642736175826
508,ybjP,903174,903689,1,,['ybjP'],,1,15.36414253941538
509,ybjQ-amiD,903699,904965,0,ybjQ - ,"['ybjQ', 'amiD']",['ybjQ-'],2,16.866089015551115
510,ybjS,904962,905975,1,,['ybjS'],,1,19.197560855709035
511,poxB-ltaE-ybjT,906074,910299,1,poxB-,"['poxB', 'ltaE', 'ybjT']","['poxB-', 'poxB-ltaE', 'ltaE-ybjT']",3,31.110650894221056
512,hcp-hcr,910404,913036,1,,"['hcp', 'hcr']",['hcp-hcr'],2,3.4683180607513613
513,ybjE,913180,914079,1,,['ybjE'],,1,16.695933845341006
514,aqpZ,914574,915269,1,,['aqpZ'],,1,18.42328904215508
515,ybjD,915695,917353,0,,['ybjD'],,1,5.940177373039086
516,ybjX,917350,918325,1,ybjX-,['ybjX'],['ybjX-'],1,42.49389862806313
517,macAB,918457,921515,0,,"['macA', 'macB']",,2,12.241170378252239
518,cspD,921588,921882,1,cspD-,['cspD'],['cspD-'],1,267.86440064443025
519,clpS,922049,922455,0,clpS - ,['clpS'],['clpS-'],1,14.013358973943596
520,clpA,922433,924762,0,clpA - ,['clpA'],['clpA-'],1,54.84789660538366
521,serW,925106,925361,1,serW-,['serW'],['serW-'],1,3264.4890015541396
522,infA,925447,925665,1,,['infA'],,1,116.10247077613185
523,aat,925950,926654,1,,['aat'],,1,34.85409813159754
524,cydDC,926696,930220,1,cydD-,"['cydD', 'cydC']",['cydD-'],2,43.47971232967742
525,trxB,930307,931272,1,,['trxB'],,1,50.44393789779601
526,lrp,931653,932311,0,lrp - ,['lrp'],['lrp-'],1,8.390176965715039
527,ftsK,932357,936435,0,ftsK - ,['ftsK'],['ftsK-'],1,32.66712442023847
528,lolA-rarA,936550,938559,0,lolA - ,"['lolA', 'rarA']","['lolA-', 'lolA-rarA']",2,9.875205184122002
529,serS,938575,939942,0,serS - ,['serS'],['serS-'],1,137.82402714440013
530,dmsABC,940045,944118,0,dmsA - ,"['dmsA', 'dmsB', 'dmsC']","['dmsA-', 'dmsA-dmsB', 'dmsB-dmsC']",3,2.1291462217514305
531,ycaC,944153,944779,1,,['ycaC'],,1,4.451477641449245
532,ycaD,945093,946241,0,,['ycaD'],,1,29.870684330789924
533,ycaM,946451,947881,0,,['ycaM'],,1,1.8548321148054079
534,ycaN,947882,948790,1,,['ycaN'],,1,6.7616809318402495
535,ycaK,948890,949480,0,,['ycaK'],,1,0.12107463071786476
536,pflA,949562,950377,1,pflA-,['pflA'],['pflA-'],1,28.43630374009141
537,focA-pflB,950494,953725,1,focA-,"['focA', 'pflB']","['focA-', 'focA-pflB']",2,89.84730629077585
538,ycaO,954094,955854,1,,['ycaO'],,1,14.732533620531632
539,ycaP,955984,956676,0,,['ycaP'],,1,1.3080652778122899
540,serC-aroA,956800,959317,0,serC - ,"['serC', 'aroA']","['serC-', 'serC-aroA']",2,12.644813522326825
541,ycaL,959486,960250,0,,['ycaL'],,1,1.2241504892770134
542,cmk-rpsA-ihfB,960423,963334,0,,"['cmk', 'rpsA', 'ihfB']","['cmk-rpsA', 'rpsA-ihfB']",3,124.79199557111755
543,ycaI-msbA-lpxK-ycaQ,963542,969843,0,,"['ycaI', 'msbA', 'lpxK', 'ycaQ']","['ycaI-msbA', 'lpxK-ycaQ']",4,14.195263319150724
544,ycaR-kdsB,969862,970820,0,ycaR - ,"['ycaR', 'kdsB']",['ycaR-'],2,15.457237154681627
545,ycbJ,970949,971867,0,ycbJ - ,['ycbJ'],['ycbJ-'],1,1.1721980286923634
546,elyC,971844,972623,1,,['elyC'],,1,3.108240554909348
547,smtA-mukFEB,972759,980008,0,,"['smtA', 'mukF', 'mukE', 'mukB']",['mukF-mukE'],4,40.324140508237015
548,ycbB,980269,982116,0,,['ycbB'],,1,7.13535185820643
549,ycbKL,982243,983519,0,ycbK - ,"['ycbK', 'ycbL']","['ycbK-', 'ycbK-ycbL']",2,14.777147588861315
550,aspC,983741,984966,1,aspC-,['aspC'],['aspC-'],1,56.58103264805673
551,ompF,985116,986314,1,ompF-,['ompF'],['ompF-'],1,608.4452542281225
552,asnS,986807,988266,1,asnS-,['asnS'],['asnS-'],1,462.5854479913815
553,pncB,988376,989636,1,pncB-,['pncB'],['pncB-'],1,37.108474649920254
554,pepN,989737,992456,0,pepN - ,['pepN'],['pepN-'],1,33.85999108561084
555,ssuEADCB,992499,996734,1,,"['ssuE', 'ssuA', 'ssuD', 'ssuC', 'ssuB']",['ssuD-ssuC'],5,1.9171195639723886
556,elfA,997090,997629,0,,['elfA'],,1,0.1097614235460225
557,elfDCG-ycbUVF,997712,1003879,0,,"['elfD', 'elfC', 'elfG', 'ycbU', 'ycbV', 'ycbF']","['elfD-elfC', 'elfG-ycbU', 'ycbU-ycbV']",6,0.37127815468040143
558,pyrD,1003990,1005000,0,,['pyrD'],,1,4.366202570831929
559,zapC,1005074,1005716,0,zapC - ,['zapC'],['zapC-'],1,15.374226409690445
560,ycbX,1005713,1006822,1,,['ycbX'],,1,8.909385933752121
561,rlmL-uup,1007066,1011093,0,,"['rlmL', 'uup']",['rlmL-uup'],2,18.159950878917922
562,pqiAB,1011223,1014121,0,,"['pqiA', 'pqiB']",['pqiA-pqiB'],2,5.642217129284063
563,ymbA,1014133,1014681,0,,['ymbA'],,1,5.524101067524541
564,rmf,1014937,1015104,0,,['rmf'],,1,14.141374895310118
565,fabA,1015174,1015719,1,fabA-,['fabA'],['fabA-'],1,399.12479257924815
566,ycbZ,1015761,1017552,1,ycbZ-,['ycbZ'],['ycbZ-'],1,18.861874210422986
567,matP,1017681,1018159,0,matP - ,['matP'],['matP-'],1,1.4333877547430645
568,ompA,1018235,1019427,1,ompA-,['ompA'],['ompA-'],1,2417.893705991774
569,sulA,1019632,1020171,1,sulA-,['sulA'],['sulA-'],1,4.083789565468045
570,sxy,1020305,1020989,0,sxy - ,['sxy'],['sxy-'],1,1.0244854100195608
571,yccFS,1020952,1023570,1,,"['yccF', 'yccS']",['yccF-yccS'],2,15.451981817936874
572,helD,1023664,1025747,0,helD - ,['helD'],['helD-'],1,4.993075710229319
573,mgsA,1025779,1026263,1,mgsA-,['mgsA'],['mgsA-'],1,312.2339149621912
